SKU,Week,Promo Depth %,Traffic,Conversion %,AOV,Base Price,Unit Cost,Units Sold,,,,,
SET130,10,0.02,"12,900",0.01,789.19,612.00,323.34,129,,,,,
SET131,10,0.20,874,0.19,713.62,661.47,319.13,166,,,,,
SET132,10,0.27,956,0.16,621.22,612.00,253.65,153,,,,,
SET138,10,0.25,"5,800",0.02,631.98,737.00,376.63,116,,,,,
SET141,10,0.05,583,0.18,956.36,774.00,377.21,105,,,,,
SET144,10,0.06,124,1.11,853.17,764.00,326.68,138,,,,,
SET145,10,0.10,"1,444",0.09,834.28,720.27,317.64,130,,,,,
SET147,10,0.25,"2,560",0.00,624.11,684.00,295.51,128,,,,,
SET152,10,0.12,982,0.11,576.91,469.00,189.03,108,,,,,
SET153,10,0.07,"1,811",0.09,543.76,448.00,205.07,163,,,,,
SET154,10,0.00,"2,520",0.05,"1,150.97",832.00,454.59,126,,,,,
SET156,10,0.25,390,0.40,684.54,680.00,272.88,156,,,,,
SET158,10,0.24,"1,222",0.09,821.19,791.00,388.56,110,,,,,
SET171,10,0.04,"1,278",0.09,"1,013.96",791.14,312.95,115,,,,,
SET172,10,0.26,"2,400",0.06,996.27,"1,112.00",501.32,144,,,,,
SET179,10,0.23,"1,450",0.08,437.30,499.00,240.45,116,,,,,
SET182,10,0.19,"3,100",0.00,667.88,699.00,329.55,155,,,,,
SET183,10,0.01,641,0.17,790.64,755.50,293.86,109,,,,,
SET184,10,0.02,"4,267",0.03,689.00,570.02,298.65,128,,,,,
SET185,10,0.01,"2,780",0.00,895.09,737.00,331.90,139,,,,,
SET186,10,0.17,"1,957",0.07,575.09,561.56,260.56,137,,,,,
SET187,10,0.21,"5,500",0.03,735.85,669.67,298.71,165,,,,,
SET188,10,0.28,633,0.18,638.72,648.00,354.40,114,,,,,
SET192,10,0.26,375,0.28,527.48,644.14,258.78,105,,,,,
SET193,10,0.21,"3,180",0.00,807.96,867.38,339.61,159,,,,,
SET194,10,0.08,60,2.00,706.71,641.00,290.97,121,,,,,
SET195,10,0.12,229,0.55,776.78,750.48,323.88,126,,,,,
SET196,10,0.05,"1,971",0.07,843.68,668.00,262.64,138,,,,,
SET197,10,0.21,"1,133",0.12,739.57,759.00,326.19,136,,,,,
SET198,10,0.02,"2,580",0.00,640.80,523.00,274.09,129,,,,,
SET200,10,0.14,"4,133",0.03,629.75,543.00,245.45,124,,,,,
SET201,10,0.30,"2,650",0.04,525.43,563.49,251.80,106,,,,,
SET203,10,0.01,294,0.36,455.52,419.71,200.58,106,,,,,
SET204,10,0.22,"1,473",0.11,675.26,666.00,282.92,162,,,,,
SET205,10,0.12,"1,350",0.12,422.19,399.00,156.07,162,,,,,
SET209,10,0.04,"1,917",0.06,561.25,507.00,239.99,115,,,,,
SET210,10,0.15,"2,750",0.04,521.74,575.00,305.18,110,,,,,
SET211,10,0.00,"1,057",0.14,737.20,604.00,297.61,148,,,,,
SET217,10,0.25,"1,344",0.09,685.25,777.98,297.64,121,,,,,
SET218,10,0.19,421,0.28,614.84,667.00,271.73,118,,,,,
SET219,10,0.30,141,1.02,574.80,635.00,335.79,144,,,,,
SET220,10,0.12,"1,227",0.11,"1,331.49","1,146.85",451.23,135,,,,,
SET221,10,0.26,670,0.20,574.83,684.00,275.05,134,,,,,
SET223,10,0.00,405,0.37,680.64,637.71,294.49,150,,,,,
SET224,10,0.22,"3,567",0.03,"1,147.73","1,092.33",490.99,107,,,,,
SET227,10,0.04,"2,580",0.00,575.36,568.91,274.31,129,,,,,
SET228,10,0.25,660,0.20,753.42,729.00,394.16,132,,,,,
SET229,10,0.14,466,0.29,922.67,845.00,416.60,135,,,,,
SET230,10,0.08,"1,729",0.07,889.94,832.00,344.04,121,,,,,
SET232,10,0.05,"6,950",0.02,453.37,420.00,230.67,139,,,,,
SET233,10,0.13,676,0.17,483.10,527.26,260.10,115,,,,,
SET236,10,0.14,927,0.11,749.15,769.24,371.01,102,,,,,
SET239,10,0.20,329,0.45,574.58,654.00,299.95,148,,,,,
SET240,10,0.06,"3,300",0.04,688.09,579.00,227.91,132,,,,,
SET243,10,0.09,"2,740",0.05,493.68,489.50,186.18,137,,,,,
SET244,10,0.09,611,0.19,868.75,773.00,379.56,116,,,,,
SET245,10,0.00,"2,260",0.05,"1,255.28",999.00,424.20,113,,,,,
SET246,10,0.25,"12,400",0.01,374.60,432.70,204.72,124,,,,,
SET247,10,0.05,288,0.43,679.69,673.52,344.72,124,,,,,
SET248,10,0.25,"3,367",0.03,482.13,604.72,286.08,101,,,,,
SET249,10,0.00,"2,540",0.00,686.38,648.00,340.88,127,,,,,
SET250,10,0.22,"1,462",0.08,661.47,648.00,336.97,117,,,,,
SET251,10,0.07,303,0.39,819.73,759.00,353.15,118,,,,,
SET252,10,0.21,"5,150",0.02,796.70,759.00,363.40,103,,,,,
SET253,10,0.02,514,0.22,822.78,699.00,275.74,113,,,,,
SET254,10,0.22,"4,067",0.03,809.75,859.00,419.53,122,,,,,
SET257,10,0.11,"1,662",0.08,597.44,545.98,246.40,133,,,,,
SET258,10,0.26,"1,470",0.10,822.23,855.00,378.35,147,,,,,
SET262,10,0.02,907,0.14,637.76,568.00,278.54,127,,,,,
SET263,10,0.05,"2,480",0.05,637.29,614.00,263.76,124,,,,,
SET264,10,0.07,"10,300",0.01,885.65,765.14,397.67,103,,,,,
SET265,10,0.17,572,0.25,858.24,888.00,343.32,143,,,,,
SET266,10,0.11,514,0.21,913.63,852.00,447.07,108,,,,,
SET267,10,0.26,857,0.14,804.76,852.00,408.55,120,,,,,
SET268,10,0.18,"4,950",0.02,744.23,742.14,397.41,99,,,,,
SET269,10,0.22,"2,900",0.04,814.39,824.00,313.56,116,,,,,
SET270,10,0.24,"1,512",0.08,535.49,568.00,263.91,121,,,,,
SET271,10,0.02,864,0.14,"1,148.06",895.00,401.66,121,,,,,
SET272,10,0.10,"2,980",0.05,890.40,762.74,410.81,149,,,,,
SET273,10,0.06,"3,700",0.04,637.05,547.89,231.49,148,,,,,
SET274,10,0.04,"3,667",0.03,805.94,652.00,335.33,110,,,,,
SET275,10,0.08,756,0.16,785.79,630.00,250.32,121,,,,,
SET276,10,0.20,38,3.00,"1,189.76","1,238.00",637.73,115,,,,,
SET277,10,0.08,"1,444",0.09,"1,393.54","1,268.11",656.35,130,,,,,
SET278,10,0.05,57,2.08,"1,873.29","1,496.70",813.89,118,,,,,
SET279,10,0.19,688,0.17,859.43,846.18,397.49,117,,,,,
SET280,10,0.29,"1,688",0.08,598.00,783.60,355.73,135,,,,,
SET281,10,0.29,"2,420",0.00,482.63,499.00,268.88,121,,,,,
SET282,10,0.15,"1,130",0.10,933.67,"1,035.51",433.01,113,,,,,
SET285,10,0.10,"1,040",0.15,578.12,489.63,231.56,156,,,,,
SET286,10,0.04,450,0.26,806.56,638.63,294.32,117,,,,,
SET287,10,0.16,"4,167",0.03,747.30,643.00,305.47,125,,,,,
SET288,10,0.12,24,4.70,607.96,646.31,311.44,114,,,,,
SET289,10,0.18,"1,333",0.09,542.99,526.00,239.26,120,,,,,
SET290,10,0.19,"1,389",0.09,769.66,792.00,414.70,125,,,,,
SET291,10,0.24,"1,100",0.12,505.33,570.38,296.07,132,,,,,
SET293,10,0.02,"6,600",0.02,738.35,696.57,281.06,132,,,,,
SET295,10,0.07,738,0.16,588.33,507.33,197.43,118,,,,,
SET300,10,0.19,557,0.21,924.37,937.20,472.32,117,,,,,
SET301,10,0.26,94,1.39,669.80,833.00,381.50,130,,,,,
SET302,10,0.14,"2,114",0.07,845.08,777.18,326.09,148,,,,,
SET303,10,0.01,707,0.15,"1,150.14",888.00,391.18,106,,,,,
SET304,10,0.15,769,0.16,"1,240.71","1,107.02",531.94,123,,,,,
SET305,10,0.18,248,0.62,"1,083.85",967.00,527.68,154,,,,,
SET306,10,0.18,618,0.17,488.77,499.50,261.47,105,,,,,
SET307,10,0.12,"1,800",0.06,896.11,736.00,315.22,108,,,,,
SET308,10,0.25,"4,433",0.03,706.21,696.00,304.84,133,,,,,
SET310,10,0.11,"1,444",0.09,"1,021.18",994.47,542.38,130,,,,,
SET316,10,0.28,"10,100",0.01,985.62,"1,238.00",539.49,101,,,,,
SET317,10,0.08,"1,018",0.11,"1,316.85","1,190.44",650.75,112,,,,,
SET319,10,0.07,925,0.12,897.41,810.44,335.53,111,,,,,
SET320,10,0.15,"6,400",0.02,906.34,852.00,442.74,128,,,,,
SET321,10,0.11,"1,350",0.08,"1,079.39",967.00,424.55,108,,,,,
SET322,10,0.03,565,0.17,"1,399.16","1,099.00",559.95,96,,,,,
SET323,10,0.29,"2,425",0.04,871.34,999.00,532.56,97,,,,,
SET324,10,0.08,"1,300",0.09,616.17,616.32,313.50,117,,,,,
SET325,10,0.17,979,0.14,746.48,666.00,284.52,137,,,,,
SET326,10,0.05,"3,250",0.04,732.93,666.00,269.42,130,,,,,
SET327,10,0.24,"2,157",0.07,996.48,943.31,385.68,151,,,,,
SET328,10,0.24,"1,162",0.13,452.00,545.00,262.95,151,,,,,
SET329,10,0.17,"5,650",0.02,765.81,666.00,290.66,113,,,,,
SET330,10,0.27,"1,230",0.10,442.26,560.00,288.49,123,,,,,
SET331,10,0.25,252,0.60,502.32,592.26,296.23,151,,,,,
SET332,10,0.19,"2,050",0.06,452.18,523.53,208.17,123,,,,,
SET333,10,0.15,"2,240",0.00,"1,060.82",962.40,527.19,112,,,,,
SET334,10,0.27,505,0.19,655.18,666.00,356.62,96,,,,,
SET335,10,0.26,"1,140",0.10,683.41,768.38,331.50,114,,,,,
SET337,10,0.03,669,0.16,"1,165.68",874.00,476.76,107,,,,,
SET338,10,0.29,"1,629",0.07,891.30,999.00,467.95,114,,,,,
SET339,10,0.26,"1,311",0.09,691.97,736.00,382.10,118,,,,,
SET340,10,0.07,"1,400",0.08,996.92,796.46,359.11,112,,,,,
SET341,10,0.18,246,0.41,743.30,785.58,375.79,101,,,,,
SET342,10,0.18,285,0.41,789.05,819.64,326.42,117,,,,,
SET343,10,0.07,"1,525",0.08,"1,080.68",850.00,349.38,122,,,,,
SET344,10,0.28,"1,280",0.10,876.74,891.87,438.70,128,,,,,
SET345,10,0.27,740,0.20,632.26,622.31,314.82,148,,,,,
SET346,10,0.10,"1,118",0.11,951.31,774.00,375.74,123,,,,,
SET347,10,0.18,"1,125",0.12,760.67,847.49,381.07,135,,,,,
SET348,10,0.24,"6,750",0.02,914.38,899.00,453.48,135,,,,,
SET349,10,0.10,"1,111",0.09,"1,237.36","1,152.00",511.37,100,,,,,
SET350,10,0.14,"2,560",0.05,"1,444.05","1,202.14",577.51,128,,,,,
SET351,10,0.04,"2,020",0.00,660.02,565.72,258.06,101,,,,,
SET352,10,0.00,"2,150",0.06,594.91,478.29,261.26,129,,,,,
SET353,10,0.13,"2,180",0.00,915.74,852.00,405.43,109,,,,,
SET355,10,0.29,"2,700",0.05,"1,014.48","1,229.00",614.43,135,,,,,
SET356,10,0.21,"4,833",0.03,764.45,899.10,349.54,145,,,,,
SET357,10,0.20,860,0.15,787.60,722.05,313.64,129,,,,,
SET358,10,0.06,754,0.13,"1,847.85","1,477.00",620.62,98,,,,,
SET359,10,0.29,"5,450",0.02,701.37,899.00,473.04,109,,,,,
SET360,10,0.13,458,0.24,"1,538.73","1,338.00",538.36,110,,,,,
SET361,10,0.28,925,0.12,"1,349.55","1,477.00",689.96,111,,,,,
SET363,10,0.28,"11,200",0.01,987.11,"1,149.00",457.22,112,,,,,
SET364,10,0.25,"1,115",0.13,914.31,"1,070.40",443.17,145,,,,,
SET365,10,0.16,562,0.24,"1,474.05","1,299.00",620.55,135,,,,,
SET366,10,0.02,292,0.38,"1,803.33","1,420.88",776.06,111,,,,,
SET369,10,0.14,729,0.14,"1,493.95","1,399.00",705.55,102,,,,,
SET373,10,0.17,286,0.43,811.60,774.00,354.43,123,,,,,
SET374,10,0.24,"1,983",0.06,569.50,692.64,306.36,119,,,,,
SET375,10,0.28,108,1.04,609.30,696.00,352.29,112,,,,,
SET376,10,0.03,"2,450",0.04,607.19,560.00,294.73,98,,,,,
SET377,10,0.05,"1,077",0.13,"1,139.33","1,068.00",435.81,140,,,,,
SET378,10,0.12,391,0.35,"1,464.86","1,299.00",497.06,137,,,,,
SET380,10,0.30,982,0.11,"1,136.49","1,186.00",546.31,108,,,,,
SET383,10,0.29,"14,800",0.01,506.65,599.00,311.97,148,,,,,
SET384,10,0.07,"3,050",0.04,625.43,599.00,301.72,122,,,,,
SET385,10,0.23,454,0.26,586.21,596.15,326.02,118,,,,,
SET386,10,0.16,"2,700",0.04,676.33,594.25,234.47,108,,,,,
SET388,10,0.09,"2,240",0.00,"1,789.57","1,499.00",794.44,112,,,,,
SET389,10,0.23,"12,000",0.01,671.33,643.89,291.03,120,,,,,
SET390,10,0.18,"1,178",0.09,895.22,882.00,444.01,106,,,,,
SET392,10,0.22,"5,200",0.02,816.96,797.61,363.54,104,,,,,
SET393,10,0.09,"3,167",0.03,"1,170.25","1,170.12",513.98,95,,,,,
SET394,10,0.03,248,0.50,"1,224.79","1,077.46",440.62,124,,,,,
SET395,10,0.24,65,1.88,867.36,962.00,495.34,122,,,,,
SET396,10,0.04,"1,471",0.07,"1,114.76",944.87,517.91,103,,,,,
SET397,10,0.10,"1,022",0.09,"1,230.22",993.99,523.57,92,,,,,
SET398,10,0.01,"1,378",0.09,"1,575.08","1,173.29",465.79,124,,,,,
SET400,10,0.26,"1,600",0.08,867.05,"1,068.00",428.74,128,,,,,
SET401,10,0.12,"1,282",0.11,966.14,988.66,438.30,141,,,,,
SET402,10,0.15,"3,475",0.04,985.17,986.26,442.28,139,,,,,
SET403,10,0.08,"4,800",0.02,"1,058.56",999.00,447.46,96,,,,,
SET404,10,0.01,"4,700",0.03,"1,501.77","1,199.00",533.36,141,,,,,
SET405,10,0.28,82,1.30,758.28,771.00,336.88,106,,,,,
SET408,10,0.15,"1,950",0.06,588.21,499.00,259.57,117,,,,,
SET409,10,0.02,783,0.12,803.29,641.00,257.35,94,,,,,
SET410,10,0.11,539,0.23,679.09,568.00,284.24,124,,,,,
SET413,10,0.26,"13,600",0.01,658.29,721.00,284.47,136,,,,,
SET414,10,0.06,"1,833",0.06,"1,054.48",999.00,385.02,110,,,,,
SET415,10,0.08,79,1.14,"1,133.81",999.00,431.42,90,,,,,
SET432,10,0.21,992,0.12,982.00,999.00,518.52,119,,,,,
SET433,10,0.07,622,0.23,682.18,560.00,214.32,143,,,,,
SET435,10,0.01,"2,317",0.06,"1,536.96","1,377.59",581.39,139,,,,,
SET436,10,0.29,"1,410",0.10,"1,161.35","1,387.47",719.35,141,,,,,
AN204,11,0.29,950,0.10,269.18,322.00,130.02,95,,,,,
AN205,11,0.23,"6,100",0.02,321.19,301.00,128.09,122,,,,,
AN207,11,0.13,455,0.20,337.68,322.00,155.37,91,,,,,
AN208,11,0.21,"6,250",0.02,312.52,301.00,157.57,125,,,,,
AN211,11,0.09,800,0.15,359.58,301.00,125.65,120,,,,,
AN213,11,0.16,800,0.13,288.98,301.00,162.58,104,,,,,
BL006,11,0.26,720,0.15,358.94,388.00,173.75,108,,,,,
BL009,11,0.07,"12,100",0.01,626.19,494.00,269.97,121,,,,,
BL010,11,0.02,"1,031",0.13,588.84,494.00,198.75,134,,,,,
BL021,11,0.00,"1,360",0.10,577.17,418.00,193.03,136,,,,,
BL035,11,0.24,"1,275",0.08,322.35,377.00,193.74,102,,,,,
BL079,11,0.12,"1,500",0.06,412.82,436.00,217.25,90,,,,,
BL085,11,0.10,"2,300",0.04,563.87,460.00,191.25,92,,,,,
BL087,11,0.08,982,0.11,569.92,460.00,195.29,108,,,,,
BL090,11,0.25,103,0.94,482.11,460.00,251.60,97,,,,,
BL095,11,0.22,95,1.14,462.06,460.00,192.75,108,,,,,
BL098,11,0.13,470,0.23,360.82,301.00,115.01,108,,,,,
BL103,11,0.15,"2,800",0.00,523.72,460.00,230.23,140,,,,,
BL104,11,0.28,"2,800",0.04,477.62,493.00,219.87,112,,,,,
BL109,11,0.10,478,0.23,582.38,518.00,259.17,110,,,,,
BL111,11,0.04,"1,425",0.08,342.08,301.00,142.21,114,,,,,
BL113,11,0.13,"9,500",0.01,590.65,493.00,205.34,95,,,,,
BTM002,11,0.05,266,0.35,591.13,518.00,247.23,93,,,,,
BTM003,11,0.09,975,0.12,583.85,518.00,251.06,117,,,,,
BTM008,11,0.19,"1,150",0.08,506.07,518.00,219.43,92,,,,,
BTM030,11,0.22,"1,412",0.08,292.93,301.00,139.24,113,,,,,
BTM031,11,0.17,807,0.15,522.24,518.00,201.25,121,,,,,
BTM036,11,0.22,"1,667",0.06,287.07,345.00,154.12,100,,,,,
BTM037,11,0.27,"1,625",0.08,342.19,345.00,179.75,130,,,,,
BTM038,11,0.19,"1,840",0.05,351.53,360.00,194.02,92,,,,,
BTM040,11,0.06,920,0.10,390.83,331.00,127.71,92,,,,,
BTM042,11,0.04,983,0.12,334.36,317.00,157.93,118,,,,,
BTM048,11,0.15,"1,238",0.08,147.88,165.50,70.79,99,,,,,
CH209,11,0.27,"4,950",0.02,249.58,301.00,117.21,99,,,,,
J0001,11,0.18,"1,920",0.00,733.62,690.00,321.42,96,,,,,
J0002,11,0.17,"1,045",0.11,944.90,"1,049.52",571.10,115,,,,,
J0003,11,0.26,"1,054",0.13,658.09,650.03,257.03,137,,,,,
J0004,11,0.05,"1,980",0.00,"1,204.22","1,126.50",570.02,99,,,,,
J0005,11,0.18,"1,089",0.09,815.39,886.56,387.76,98,,,,,
J0006,11,0.28,"4,500",0.03,650.09,810.85,403.00,135,,,,,
J0007,11,0.12,"1,720",0.05,998.46,"1,075.57",496.47,86,,,,,
J0008,11,0.29,464,0.25,975.82,"1,041.10",475.84,116,,,,,
J0009,11,0.11,"3,000",0.03,999.46,828.00,429.38,90,,,,,
J0010,11,0.23,"1,940",0.00,"1,294.47","1,329.00",511.89,97,,,,,
J0011,11,0.29,"1,400",0.08,"1,283.59","1,620.14",677.59,112,,,,,
J0012,11,0.04,414,0.21,"1,229.49","1,113.82",434.71,87,,,,,
J0013,11,0.27,"1,160",0.10,904.09,"1,018.00",405.04,116,,,,,
J0014,11,0.13,167,0.52,"1,892.50","1,571.71",704.69,87,,,,,
J0019,11,0.10,940,0.10,578.97,566.00,295.23,94,,,,,
J0020,11,0.20,925,0.12,576.76,552.00,217.09,111,,,,,
J0021,11,0.22,"1,783",0.06,299.53,319.00,130.32,107,,,,,
J0027,11,0.25,762,0.13,541.05,625.00,338.94,99,,,,,
J0028,11,0.25,"1,275",0.08,288.48,318.00,157.31,102,,,,,
J0033,11,0.26,"2,200",0.00,317.38,399.00,201.04,110,,,,,
J0034,11,0.08,"2,620",0.05,877.02,717.00,293.34,131,,,,,
J0037,11,0.10,181,0.52,533.30,522.00,242.07,94,,,,,
J0041,11,0.20,"10,600",0.01,731.76,701.51,352.33,106,,,,,
J0048,11,0.19,792,0.12,291.41,335.00,180.00,95,,,,,
J0049,11,0.09,"4,350",0.02,404.36,321.00,122.70,87,,,,,
J0055,11,0.19,650,0.18,846.38,935.00,391.50,117,,,,,
J0057,11,0.06,393,0.28,606.78,475.00,243.89,110,,,,,
J0072,11,0.07,"2,260",0.00,394.31,318.00,160.72,113,,,,,
J0073,11,0.04,"5,550",0.02,443.96,333.00,136.99,111,,,,,
J0074,11,0.00,964,0.11,366.40,301.00,129.38,106,,,,,
J0077,11,0.27,"11,200",0.01,"1,046.63","1,099.00",460.35,112,,,,,
J0080,11,0.29,"1,244",0.09,593.87,709.00,346.74,112,,,,,
J0081,11,0.04,983,0.12,704.03,658.00,348.94,118,,,,,
J0082,11,0.27,"3,133",0.03,311.67,354.29,191.76,94,,,,,
J0083,11,0.25,139,0.74,365.18,439.44,204.61,103,,,,,
J0088,11,0.05,563,0.19,528.29,399.00,197.01,107,,,,,
J0089,11,0.13,"2,300",0.04,323.10,342.70,184.78,92,,,,,
J0090,11,0.26,240,0.53,501.06,539.00,267.95,127,,,,,
J0091,11,0.04,"1,020",0.10,384.23,315.33,156.00,102,,,,,
J0092,11,0.20,882,0.11,998.59,"1,008.00",429.37,97,,,,,
J0094,11,0.30,"3,467",0.03,339.75,378.67,151.15,104,,,,,
J0095,11,0.26,638,0.13,511.31,633.52,297.58,83,,,,,
J0096,11,0.29,"4,700",0.02,504.88,571.50,302.71,94,,,,,
J0097,11,0.28,647,0.15,447.15,539.79,231.43,97,,,,,
J0100,11,0.09,542,0.19,"1,881.16","1,499.00",628.00,103,,,,,
J0101,11,0.07,708,0.12,951.48,777.00,353.21,85,,,,,
J0103,11,0.09,631,0.16,"1,692.90","1,338.00",560.54,101,,,,,
J0104,11,0.26,"2,200",0.06,350.88,446.00,207.86,132,,,,,
J0105,11,0.16,396,0.27,964.86,999.00,460.67,107,,,,,
J0106,11,0.25,368,0.28,"1,028.20","1,225.80",585.10,103,,,,,
J0108,11,0.10,529,0.17,"1,037.55","1,093.87",596.90,90,,,,,
J0109,11,0.15,309,0.32,"1,156.55","1,199.00",637.46,99,,,,,
J0111,11,0.19,"1,783",0.06,441.16,423.00,230.39,107,,,,,
J0112,11,0.15,443,0.28,324.90,338.00,149.33,124,,,,,
J0113,11,0.04,522,0.18,893.70,758.00,376.39,94,,,,,
J0117,11,0.24,"2,775",0.04,706.14,682.82,316.52,111,,,,,
J0118,11,0.22,475,0.20,561.91,557.23,220.50,95,,,,,
J0119,11,0.12,"1,900",0.06,786.51,752.25,381.86,114,,,,,
J0122,11,0.15,"1,175",0.08,374.74,373.50,157.45,94,,,,,
J0123,11,0.04,"1,514",0.07,372.72,321.00,164.06,106,,,,,
J0124,11,0.16,653,0.17,622.75,666.72,357.97,111,,,,,
J0126,11,0.16,"2,580",0.00,836.55,783.00,392.08,129,,,,,
J0127,11,0.01,310,0.29,"1,382.50","1,186.00",619.79,90,,,,,
J0131,11,0.28,820,0.10,334.92,345.00,152.60,82,,,,,
J0132,11,0.15,"1,529",0.07,376.38,336.79,135.34,107,,,,,
J0133,11,0.28,"1,550",0.06,331.19,364.00,150.47,93,,,,,
J0135,11,0.06,177,0.47,654.13,591.00,235.37,83,,,,,
J0136,11,0.22,"1,250",0.08,497.74,568.00,260.32,100,,,,,
J0137,11,0.19,"2,360",0.05,771.86,721.00,297.58,118,,,,,
J0139,11,0.25,"2,075",0.04,354.18,387.00,191.93,83,,,,,
J0143,11,0.06,779,0.14,684.31,645.00,265.05,109,,,,,
J0147,11,0.08,619,0.16,567.69,551.77,302.82,99,,,,,
J0148,11,0.06,"1,343",0.07,619.57,594.93,275.55,94,,,,,
J0150,11,0.09,220,0.55,474.29,394.25,201.95,121,,,,,
J0151,11,0.28,543,0.21,388.14,477.00,252.63,114,,,,,
J0152,11,0.23,121,0.87,854.44,899.00,442.85,105,,,,,
J0153,11,0.09,647,0.17,471.53,428.93,167.16,110,,,,,
J0157,11,0.10,"1,650",0.06,928.23,823.21,354.38,99,,,,,
J0158,11,0.23,"2,675",0.04,"1,139.98","1,091.00",532.61,107,,,,,
J0159,11,0.04,"3,025",0.04,752.45,579.00,222.80,121,,,,,
J0162,11,0.19,"2,250",0.04,733.05,749.25,348.75,90,,,,,
J0163,11,0.02,292,0.39,"1,033.24",999.00,498.35,114,,,,,
J0164,11,0.04,275,0.32,475.49,413.01,207.15,88,,,,,
J0167,11,0.06,319,0.32,373.73,315.00,146.33,102,,,,,
J0168,11,0.00,176,0.58,525.36,421.90,214.37,102,,,,,
J0173,11,0.11,517,0.24,477.70,420.00,166.15,124,,,,,
J0174,11,0.05,"2,325",0.04,443.61,423.00,175.16,93,,,,,
J0175,11,0.27,357,0.30,443.48,476.00,205.59,107,,,,,
J0176,11,0.23,"2,775",0.04,331.94,387.00,197.09,111,,,,,
J0179,11,0.16,557,0.21,767.45,696.00,324.89,117,,,,,
J0181,11,0.08,"1,980",0.00,429.00,399.00,152.59,99,,,,,
J0185,11,0.25,631,0.13,745.97,766.00,385.86,82,,,,,
J0187,11,0.01,156,0.70,594.58,563.00,236.76,109,,,,,
J0189,11,0.22,700,0.14,294.92,317.00,161.54,98,,,,,
J0195,11,0.29,107,0.83,612.27,665.00,355.40,89,,,,,
J0196,11,0.28,989,0.09,383.56,471.69,208.73,89,,,,,
J0197,11,0.21,138,0.71,655.87,625.00,276.44,98,,,,,
J0198,11,0.16,"1,112",0.08,798.13,747.70,343.13,89,,,,,
J0199,11,0.27,173,0.45,450.06,491.00,262.51,78,,,,,
J0201,11,0.16,"1,329",0.07,616.21,625.00,255.00,93,,,,,
J0202,11,0.05,757,0.14,573.17,495.00,245.26,106,,,,,
J0203,11,0.30,"1,044",0.09,500.61,568.00,294.39,94,,,,,
J0204,11,0.09,588,0.16,935.29,845.67,459.25,94,,,,,
J0207,11,0.27,"1,350",0.06,969.96,"1,026.50",446.34,81,,,,,
J0208,11,0.21,96,0.81,568.70,599.00,327.76,78,,,,,
J0210,11,0.12,"3,667",0.03,920.22,933.00,477.23,110,,,,,
J0211,11,0.09,"8,500",0.01,766.70,749.00,329.80,85,,,,,
J0212,11,0.04,"1,733",0.06,969.22,959.67,499.37,104,,,,,
J0213,11,0.02,"5,100",0.02,898.99,794.00,343.44,102,,,,,
J0215,11,0.07,"2,600",0.04,812.29,665.67,260.11,104,,,,,
J0216,11,0.13,"1,583",0.06,590.79,511.36,269.30,95,,,,,
J0217,11,0.24,892,0.12,730.55,857.60,421.96,107,,,,,
J0219,11,0.02,783,0.12,"1,078.21",794.00,421.38,94,,,,,
J0220,11,0.23,"1,975",0.04,705.09,747.00,293.42,79,,,,,
J0224,11,0.05,180,0.50,"1,776.47","1,364.00",537.49,90,,,,,
J0225,11,0.17,"4,500",0.02,"1,382.63","1,284.00",608.87,90,,,,,
J0228,11,0.09,195,0.42,"1,912.36","1,613.00",816.42,82,,,,,
J0229,11,0.26,"2,875",0.04,950.04,"1,189.00",520.55,115,,,,,
J0230,11,0.26,917,0.12,952.55,"1,142.17",469.52,110,,,,,
J0231,11,0.01,338,0.26,"1,226.04","1,176.00",535.80,88,,,,,
J0232,11,0.22,"3,967",0.03,"1,086.07","1,070.54",492.40,119,,,,,
J0233,11,0.17,"2,380",0.00,"1,262.06","1,299.00",661.04,119,,,,,
J0234,11,0.25,"1,586",0.07,"1,129.01","1,135.83",606.73,111,,,,,
J0236,11,0.26,"2,300",0.04,796.47,921.00,365.57,92,,,,,
J0237,11,0.24,89,0.90,"1,390.83","1,369.00",605.61,80,,,,,
J0238,11,0.27,370,0.27,"2,078.12","2,598.00","1,279.16",100,,,,,
J0239,11,0.21,"1,022",0.09,"1,093.89","1,246.69",611.67,92,,,,,
J0240,11,0.16,"3,025",0.04,"1,564.67","1,593.00",679.55,121,,,,,
J0241,11,0.16,"3,233",0.03,"1,340.80","1,338.00",531.84,97,,,,,
J0242,11,0.23,818,0.11,793.46,879.20,350.97,90,,,,,
J0243,11,0.04,41,1.92,"1,633.21","1,291.50",539.10,79,,,,,
J0244,11,0.05,"1,800",0.05,"1,179.77","1,145.71",505.09,90,,,,,
J0245,11,0.12,286,0.29,935.56,906.40,485.56,83,,,,,
J0246,11,0.16,198,0.41,"1,299.63","1,152.00",580.01,81,,,,,
J0247,11,0.13,254,0.39,725.59,777.00,406.00,99,,,,,
J0248,11,0.15,"3,367",0.03,"1,001.61",854.00,339.25,101,,,,,
J0250,11,0.09,571,0.17,920.49,725.00,370.32,97,,,,,
J0251,11,0.06,229,0.38,736.70,725.00,381.89,87,,,,,
J0252,11,0.23,"3,267",0.03,398.71,449.50,246.52,98,,,,,
J0277,11,0.15,"2,425",0.04,"1,327.35","1,323.00",578.42,97,,,,,
J0279,11,0.07,817,0.12,869.64,707.48,296.39,98,,,,,
J0280,11,0.20,662,0.13,"1,376.92","1,367.54",714.76,86,,,,,
